UniqueID,Company,InventoryLocation,InventoryTransaction,InventoryDocumentType,Reference1,Reference2,TransactionDate,GeneralLedgerDate,EstimatedDeliveryDate,InterfaceInProcess,OriginatingInterfaceRun,TransactionQuantityTotal,IntransitTransfer,Reprint,NumberOfCartons,LastLineNumber,FromToCompanyLocation.FromToCompany,FromToCompanyLocation.FromToLocation,FromToCompanyLocation.RequestingLocation,Status,IntransitReceivingStatus,RelatedVendorReturn,NumberOfLines,CurrencyTable,DefaultDistributionAccount.Ledger,DefaultDistributionAccount.ToAccountingEntity,DefaultDistributionAccount.AccountingUnit,DefaultDistributionAccount.GeneralLedgerChartAccount,DefaultDistributionAccount.Project,DefaultDistributionAccount.FinanceDimension1,DefaultDistributionAccount.FinanceDimension2,DefaultDistributionAccount.FinanceDimension3,DefaultDistributionAccount.FinanceDimension4,DefaultDistributionAccount.FinanceDimension5,DefaultDistributionAccount.FinanceDimension6,DefaultDistributionAccount.FinanceDimension7,DefaultDistributionAccount.FinanceDimension8,DefaultDistributionAccount.FinanceDimension9,DefaultDistributionAccount.FinanceDimension10,DefaultDistributionAccount.FinanceEnterpriseGroup,DefaultDistributionAccount.AccountingEntity,DefaultDistributionAccount.DimensionCode,DefaultDistributionAccount.OrganizationString
015bd957-b312-0000-0002-bd31538f85a8,1,MAIN,9,PO,,,"Monday, 08 May 2017 21:49:43.00 PM",5/8/2017,,FALSE,0,4,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-0002-140b538f85a8,1,MAIN,10,PO,,,"Wednesday, 10 May 2017 00:32:23.00 AM",5/9/2017,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-000b-c282538f85a8,1,MAIN,11,IS,,,"Thursday, 18 May 2017 00:47:39.00 AM",5/17/2017,,FALSE,0,20000,FALSE,FALSE,0,1,1,,ER,1,0,0,1,CORE,CORE,1,,,,3000,,,,,,,,,,1,1,0000035000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-0012-4869538f85a8,1,MAIN,12,PO,,,"Wednesday, 24 May 2017 18:07:46.00 PM",5/24/2017,,FALSE,0,5,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-0013-2341538f85a8,1,MAIN,13,RC,,,"Wednesday, 24 May 2017 20:55:29.00 PM",5/24/2017,,FALSE,0,12,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-0013-54a6538f85a8,1,MAIN,14,RC,,,"Wednesday, 24 May 2017 21:09:30.00 PM",5/24/2017,,FALSE,0,50,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015be985-3f33-0000-0013-db23538f85a8,1,MAIN,15,IS,,,"Thursday, 25 May 2017 00:07:32.00 AM",5/24/2017,5/24/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015be985-3f33-0000-0013-e786538f85a8,1,MAIN,16,IS,,,"Thursday, 25 May 2017 00:19:35.00 AM",5/24/2017,,FALSE,0,7300,FALSE,FALSE,0,2,1,,OR,1,0,0,2,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015be985-3f33-0000-0013-f78d538f85a8,1,MAIN,17,IS,,,"Thursday, 25 May 2017 00:27:54.00 AM",5/24/2017,,FALSE,0,270,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015be985-3f33-0000-0014-1443538f85a8,1,MAIN,19,IS,,,"Thursday, 25 May 2017 01:09:52.00 AM",5/24/2017,,FALSE,0,299835,FALSE,FALSE,0,3,1,,OR,1,0,0,3,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015c8e8b-3342-0000-000d-4ab2538f85a8,1,MAIN,21,IT,,,"Wednesday, 21 June 2017 07:59:56.00 AM",6/21/2017,,FALSE,0,10,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-000e-9b97538f85a8,1,MAIN,23,IT,,,"Thursday, 22 June 2017 00:43:46.00 AM",6/21/2017,,FALSE,0,3,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-000f-ba03538f85a8,1,MAIN,26,IS,,,"Thursday, 22 June 2017 19:59:49.00 PM",6/22/2017,5/4/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,ER,1,0,0,1,CORE,CORE,1,,,,3000,,,,,,,,,,1,1,0000035000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-0010-0975538f85a8,1,MAIN,27,IT,,,"Thursday, 22 June 2017 22:24:46.00 PM",6/22/2017,,FALSE,0,1,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-0012-8b07538f85a8,1,MAIN,29,IT,,,"Friday, 23 June 2017 21:26:18.00 PM",6/23/2017,,FALSE,0,3,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-001a-ffe3538f85a8,1,MAIN,31,RC,,,"Wednesday, 28 June 2017 02:19:03.00 AM",6/27/2017,,FALSE,0,1,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015c8e8b-3342-0000-0030-8fac538f85a8,1,MAIN,32,IS,,,"Tuesday, 04 July 2017 19:15:26.00 PM",7/4/2017,,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015d33f8-ba7c-0000-000a-626f538f85a8,1,MAIN,33,IS,,,"Tuesday, 18 July 2017 00:06:48.00 AM",7/17/2017,6/21/2017,FALSE,0,10,FALSE,FALSE,0,2,1,,RAD,1,0,0,2,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015d33f8-ba7c-0000-001a-8883538f85a8,1,MAIN,34,PO,,,"Tuesday, 25 July 2017 02:24:42.00 AM",7/24/2017,,FALSE,0,15,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d33f8-ba7c-0000-001a-8a93538f85a8,1,MAIN,35,PO,,,"Tuesday, 25 July 2017 02:24:45.00 AM",7/24/2017,,FALSE,0,14,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000c-4e1b538f85a8,1,MAIN,36,RC,,,"Thursday, 03 August 2017 00:44:00.00 AM",8/2/2017,,FALSE,0,10,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000d-90f2538f85a8,1,MAIN,37,PO,,,"Thursday, 03 August 2017 09:20:05.00 AM",8/3/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000d-9125538f85a8,1,MAIN,38,PO,,,"Thursday, 03 August 2017 09:20:09.00 AM",8/3/2017,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000d-b7af538f85a8,1,MAIN,39,PO,,,"Thursday, 03 August 2017 09:35:09.00 AM",8/3/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000d-cb35538f85a8,1,MAIN,40,AJ,,,"Thursday, 03 August 2017 09:43:47.00 AM",8/3/2017,,FALSE,0,3,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-000d-d9b5538f85a8,1,MAIN,41,IS,,,"Thursday, 03 August 2017 09:57:07.00 AM",8/3/2017,8/3/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,4W NSG,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015d8a58-130e-0000-000d-da4b538f85a8,1,MAIN,42,IS,,,"Thursday, 03 August 2017 09:57:29.00 AM",8/3/2017,8/3/2017,FALSE,0,5,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015d8a58-130e-0000-001a-9a20538f85a8,1,MAIN,47,IS,,,"Monday, 07 August 2017 18:34:03.00 PM",8/7/2017,8/7/2017,FALSE,0,2,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
015d8a58-130e-0000-001f-109e538f85a8,1,MAIN,48,PO,,,"Tuesday, 08 August 2017 20:38:56.00 PM",8/8/2017,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-0023-fed0538f85a8,1,MAIN,50,IS,,,"Wednesday, 09 August 2017 18:21:19.00 PM",8/9/2017,8/4/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015d8a58-130e-0000-0029-151c538f85a8,1,MAIN,51,AJ,,,"Thursday, 10 August 2017 19:38:43.00 PM",8/10/2017,,FALSE,0,10,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015d8a58-130e-0000-002b-917e538f85a8,1,MAIN,54,AJ,,,"Friday, 11 August 2017 15:38:02.00 PM",8/11/2017,,FALSE,0,19,FALSE,FALSE,0,2,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e2bc2-381b-0000-0001-d8ca538f85a8,1,MAIN,56,IS,,,"Wednesday, 30 August 2017 00:21:40.00 AM",8/29/2017,8/7/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015e3f1d-6f33-0000-0006-f5ad538f85a8,1,MAIN,57,IS,,,"Tuesday, 05 September 2017 20:15:25.00 PM",9/5/2017,9/5/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015e3f1d-6f33-0000-0006-fb9e538f85a8,1,MAIN,58,IS,,,"Tuesday, 05 September 2017 20:16:01.00 PM",9/5/2017,9/5/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015e3f1d-6f33-0000-0007-7e57538f85a8,1,MAIN,59,IS,,,"Tuesday, 05 September 2017 22:30:36.00 PM",9/5/2017,2/1/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015e3f1d-6f33-0000-0007-7ee5538f85a8,1,MAIN,60,IS,,,"Tuesday, 05 September 2017 22:30:41.00 PM",9/5/2017,2/10/2017,FALSE,0,15,FALSE,FALSE,0,1,1,,3N,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0021-18f9538f85a8,1,MAIN,65,RC,,,"Wednesday, 13 September 2017 15:11:41.00 PM",9/13/2017,,FALSE,0,20,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0021-32e4538f85a8,1,MAIN,66,RC,,,"Wednesday, 13 September 2017 15:57:26.00 PM",9/13/2017,,FALSE,0,10220,FALSE,FALSE,0,5,0,,,1,0,0,5,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0023-ece8538f85a8,1,MAIN,67,IS,,,"Thursday, 14 September 2017 10:24:32.00 AM",9/14/2017,,FALSE,0,2,FALSE,FALSE,0,2,1,,PARLOCRA,1,0,0,2,CORE,CORE,1,,1001,10,1000,100,10,10,10,10,,,,,1,1,0000014000000500000070000015000000500000060000000000000000000000000000,:1001:10
015e3f1d-6f33-0000-0023-f186538f85a8,1,MAIN,69,IS,,,"Thursday, 14 September 2017 10:31:12.00 AM",9/14/2017,,FALSE,0,-1,FALSE,FALSE,0,1,1,,PARLOCRA,1,0,0,1,CORE,CORE,1,,1001,10,1000,100,10,10,10,10,,,,,1,1,0000014000000500000070000015000000500000060000000000000000000000000000,:1001:10
015e3f1d-6f33-0000-002f-e5cf538f85a8,1,MAIN,70,RC,,,"Friday, 15 September 2017 14:11:54.00 PM",9/15/2017,,FALSE,0,90,FALSE,FALSE,0,5,0,,,1,0,0,5,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0030-2f73538f85a8,1,MAIN,71,PO,,,"Friday, 15 September 2017 16:13:09.00 PM",9/15/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0030-2fb2538f85a8,1,MAIN,72,PO,,,"Friday, 15 September 2017 16:13:12.00 PM",9/15/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0039-ce9d538f85a8,1,MAIN,73,IS,,,"Monday, 18 September 2017 10:03:58.00 AM",9/18/2017,9/5/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015e3f1d-6f33-0000-0039-fb70538f85a8,1,MAIN,74,PO,,,"Monday, 18 September 2017 11:17:57.00 AM",9/18/2017,,FALSE,0,20,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-003d-c279538f85a8,1,MAIN,77,PO,,,"Tuesday, 19 September 2017 14:44:52.00 PM",9/19/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0043-ff31538f85a8,1,MAIN,78,PO,,,"Thursday, 21 September 2017 05:47:41.00 AM",9/21/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0043-ff73538f85a8,1,MAIN,79,PO,,,"Thursday, 21 September 2017 05:47:43.00 AM",9/21/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0043-ffb1538f85a8,1,MAIN,80,PO,,,"Thursday, 21 September 2017 05:47:45.00 AM",9/21/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0048-6c38538f85a8,1,MAIN,81,PO,,,"Friday, 22 September 2017 05:58:44.00 AM",9/22/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0048-6c6a538f85a8,1,MAIN,82,PO,,,"Friday, 22 September 2017 05:58:46.00 AM",9/22/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0048-6c9b538f85a8,1,MAIN,83,PO,,,"Friday, 22 September 2017 05:58:48.00 AM",9/22/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0055-e4a1538f85a8,1,MAIN,84,PO,,,"Wednesday, 27 September 2017 09:10:02.00 AM",9/27/2017,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0069-88f6538f85a8,1,MAIN,85,AR,,,"Monday, 02 October 2017 09:27:35.00 AM",10/2/2017,,FALSE,0,1,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-0069-89df538f85a8,1,MAIN,86,AR,,,"Monday, 02 October 2017 09:27:45.00 AM",10/2/2017,,FALSE,0,1,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-006c-6100538f85a8,1,MAIN,87,PO,,,"Monday, 02 October 2017 22:32:08.00 PM",10/2/2017,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-006c-b54f538f85a8,1,MAIN,88,CA,,,"Monday, 02 October 2017 23:56:44.00 PM",10/2/2017,,FALSE,0,100,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-006c-bf03538f85a8,1,MAIN,89,CA,,,"Monday, 02 October 2017 23:57:45.00 PM",10/2/2017,,FALSE,0,100,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015e3f1d-6f33-0000-006f-0bbc538f85a8,1,MAIN,90,PO,,,"Tuesday, 03 October 2017 07:48:24.00 AM",10/3/2017,,FALSE,0,5,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015ee04b-11e3-0000-0000-83ac538f85a8,1,MAIN,91,IS,,,"Tuesday, 03 October 2017 11:19:48.00 AM",10/3/2017,,FALSE,0,5,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015ee04b-11e3-0000-0000-8bd1538f85a8,1,MAIN,92,IT,,,"Tuesday, 03 October 2017 11:32:39.00 AM",10/3/2017,10/4/2017,FALSE,0,1,TRUE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015ee04b-11e3-0000-0002-331d538f85a8,1,MAIN,94,PO,,,"Tuesday, 03 October 2017 20:43:15.00 PM",10/3/2017,,FALSE,0,6,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
015ee04b-11e3-0000-0009-1137538f85a8,1,MAIN,95,IS,,,"Wednesday, 04 October 2017 10:55:41.00 AM",10/4/2017,10/4/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5021,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5021:
015ef49e-b7c0-0000-000c-9ffb538f85a8,1,MAIN,97,RC,,,"Wednesday, 11 October 2017 00:22:35.00 AM",10/10/2017,,FALSE,0,4,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
