UniqueID,Company,RequestingLocation,Name,PostalAddress.Country,PostalAddress.DeliveryAddress.AddressLine1,PostalAddress.DeliveryAddress.AddressLine2,PostalAddress.DeliveryAddress.AddressLine3,PostalAddress.DeliveryAddress.AddressLine4,PostalAddress.Municipality,PostalAddress.StateProvince,PostalAddress.PostalCode,PostalAddress.County,PostalAddress.Region,PostalAddress.Type,PostalAddress.GeoLatitude,PostalAddress.GeoLongitude,PostalAddress.GeoAltitude,PostalAddress.NationalIDNumber,PostalAddress.StateProvinceIDNumber,PostalAddress.LocaleIDNumber,PostalAddress.IndividualIDNumber,PostalAddress.EnterpriseGroup,PostalAddress.Company,PostalAddress.PreferredCountry,PostalAddress.DisplayAddressArray.DisplayAddressLine[1],PostalAddress.DisplayAddressArray.DisplayAddressLine[2],PostalAddress.DisplayAddressArray.DisplayAddressLine[3],PostalAddress.DisplayAddressArray.DisplayAddressLine[4],PostalAddress.DisplayAddressArray.DisplayAddressLine[5],PostalAddress.DisplayAddressArray.DisplayAddressLine[6],PostalAddress.CountryName,PostalAddress.DisplayAddressLine1,PostalAddress.DisplayAddressLine2,PostalAddress.DisplayAddressLine3,PostalAddress.DisplayAddressLine4,PostalAddress.DisplayAddressLine5,PostalAddress.DisplayAddressLine6,PostalAddress.FormattedAddress1,PostalAddress.FormattedAddress2,PostalAddress.DisplayAddressCommaSeparated,PostalAddress.GoogleMapUrl,InventoryTransactionType,Buyer,FromCompanyLocation.FromCompany,FromCompanyLocation.FromLocation,POCode,ProcessLevel,FillOrKill,Stockless,RequisitionApprovalType,Active,OneSourceDocumentToOnePO,ProcurementCardNumber,GlobalLocationNumber,LocationRule,PurchaseTaxCode,PurchaseTaxable,IssueAccount.Ledger,IssueAccount.ToAccountingEntity,IssueAccount.AccountingUnit,IssueAccount.GeneralLedgerChartAccount,IssueAccount.Project,IssueAccount.FinanceDimension1,IssueAccount.FinanceDimension2,IssueAccount.FinanceDimension3,IssueAccount.FinanceDimension4,IssueAccount.FinanceDimension5,IssueAccount.FinanceDimension6,IssueAccount.FinanceDimension7,IssueAccount.FinanceDimension8,IssueAccount.FinanceDimension9,IssueAccount.FinanceDimension10,IssueAccount.FinanceEnterpriseGroup,IssueAccount.AccountingEntity,IssueAccount.DimensionCode,IssueAccount.OrganizationString,Picture.Title,Picture.File,Picture.MimeType,Picture.MaxImageSize,Picture.FileSizeBytes,Picture.FileSizeMB,Picture.MaxImageSizeMB,PricingGroup,UsedByATransaction
c7c03fd1-a680-99c2-0000-4a325b7b6677,1,12S,12th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4a535b7b6677,1,12W,12th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4a6f5b7b6677,1,14E,14th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4a8b5b7b6677,1,14N,14th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4aa75b7b6677,1,14S,14th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
c7c03fd1-a680-99c2-0000-4ac35b7b6677,1,14W,14th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4adf5b7b6677,1,15E,15th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4afb5b7b6677,1,15N,15th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4b175b7b6677,1,15S,15th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4b335b7b6677,1,15W,15th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4b4f5b7b6677,1,16E,16th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4b6b5b7b6677,1,16N,16th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4b875b7b6677,1,16S,16th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4ba35b7b6677,1,16W,16th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4bbf5b7b6677,1,17E,17th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4bdb5b7b6677,1,17N,17th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4bf75b7b6677,1,17S,17th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-4c135b7b6677,1,17W,17th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-cda2-0000-26735b7b6677,1,18E,18th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-cda2-0000-268f5b7b6677,1,18N,18th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-cda2-0000-26ab5b7b6677,1,18S,18th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-cda2-0000-26c75b7b6677,1,18W,18th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN AL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
67422ead-a680-6e98-0000-10ad5b92cde4,1,19N,19th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
0157c1d1-fdd2-0000-0002-9f2757e97174,1,1E,1st Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,F,FALSE,3,TRUE,FALSE,,,,,FALSE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0002-9feb57e97174,1,1N,1st Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0002-a0b057e97174,1,1S,1st Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0002-a17e57e97174,1,1W,1st Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
8dccd3c9-0e80-8300-0000-18025e5b154c,1,20E,15th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN,,,K,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
67422ead-a680-eeae-0000-30435b92cde4,1,20N,20th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN CSL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
67422ead-a680-4d08-0000-2cf25b92cde4,1,20S,20th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,MAIN CSL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-5a6057e97174,1,2E,2nd Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,1E,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-5edc57e97174,1,2N,2nd Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,4,1,1N,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-6edd57e97174,1,2S,2nd Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,4,1,1S,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,CORE,1,,5021,,4020,,,,,,,,,,1,1,0000025000000000000000000000000000000000000000000000000000000000000000,:5021:,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-58e357e97174,1,2W,2nd Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,1W,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,CORE,1,,5021,,1010,,,,,,,,,,1,1,0000032000000000000000000000000000000000000000000000000000000000000000,:5021:,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-6c2357e97174,1,3E,3rd Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,2E,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
0157c1d1-fdd2-0000-0004-4bca57e97174,1,3N,3rd Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
c7c03fd1-a680-53a2-0000-12da5b7b6677,1,4E,4th Floor East,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN SL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-41a85b7b6677,1,4N,4th Floor North,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN SL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
c7c03fd1-a680-99c2-0000-41cc5b7b6677,1,4S,4th Floor South,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN SL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,FALSE
015d8a58-130e-0000-0008-0849538f85a8,1,4W,4th Floor West,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,0,1,MAIN SL,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
015d8a58-130e-0000-0009-96f5538f85a8,1,4W NSG,4 WEST NURSING,,,,,,,,,,,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,http://maps.google.com/maps?q=,IS,1,1,MAIN,,,F,FALSE,,TRUE,FALSE,,,,,FALSE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:,,com.lawson.rdtech.type.BinaryDocument@0,,0,0,0,0,,TRUE
