UniqueID,Company,InventoryLocation,WarehouseShipment,WarehouseDemand.DemandSystemCode,WarehouseDemand.DemandDocument,WarehouseDemand.DemandCompany,DemandDocumentType,CustomerShipTo,Destination,ProcessLevel,WarehouseBatch,Status,OperatorID,RequirePickingFeedback,RequirePackingFeedback,PrintDate,PickDate,PackDate,ShipDate,GeneralLedgerDate,RouteHeader.Date,RouteHeader.Route,EstimatedDeliveryDate,Vendor,BasedOnPurchaseOrderReceipt,RouteStop,BillOfLading,Carrier,ShippingMethod,TransactionId,FreightCode,RequireFreight,FreightCharges,NumberOfCartons,StockVolume,CubicAdjustment,CubicTotal,StockWeight,WeightAdjustment,WeightTotal,PackingList,PrintPOD,PODReturnDate,InvoicePrefix,InvoiceNumber,CompanyAndLocation.RequestingCompany,CompanyAndLocation.RequestingLocation,DocumentNumberNumeric,IntrastatNumber,ShipTerm,PortCode,NatureOfTransactionCode,StatisticalProcedure,VATRegistrationNumber,BODAccountingEntity,BODLocation,BODDocument,GlobalDocumentType,TemporaryHold,BillOfLadingIDMDocumentSequence
015c813c-e4f6-0000-0001-1e0b538f85a8,1,MAIN,10,RQ,169,1,,0,RAD,,3,0,inforhc1,FALSE,FALSE,6/7/2017,,,,,,0,5/25/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e23538f85a8,1,MAIN,11,RQ,171,1,,0,RAD,,3,0,inforhc1,FALSE,FALSE,6/7/2017,,,,,,0,5/25/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e27538f85a8,1,MAIN,12,RQ,174,1,,0,OR,,3,5,inforhc1,FALSE,FALSE,6/7/2017,,,6/13/2018,6/13/2018,,0,5/26/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e47538f85a8,1,MAIN,13,RQ,182,1,,0,RAD,,3,0,inforhc1,FALSE,FALSE,6/7/2017,,,,,,0,5/31/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e4b538f85a8,1,MAIN,14,RQ,184,1,,0,RAD,,3,5,inforhc1,FALSE,FALSE,6/7/2017,,,11/2/2017,11/2/2017,,0,5/31/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e5f538f85a8,1,MAIN,15,RQ,185,1,,0,RAD,,3,5,inforhc1,FALSE,FALSE,6/7/2017,,,11/7/2017,11/7/2017,,0,5/31/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c813c-e4f6-0000-0001-1e63538f85a8,1,MAIN,16,RQ,189,1,,0,RAD,,3,0,inforhc1,FALSE,FALSE,6/7/2017,,,,,,0,6/2/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000c-9aea538f85a8,1,MAIN,17,RQ,195,1,,0,RAD,,5,5,DemoServices,FALSE,FALSE,6/20/2017,,,8/8/2018,8/8/2018,,0,6/13/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000c-9b26538f85a8,1,MAIN,18,RQ,202,1,,0,RAD,,5,5,DemoServices,FALSE,FALSE,6/20/2017,,,6/13/2018,6/13/2018,,0,6/13/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000c-9b4b538f85a8,1,MAIN,19,RQ,207,1,,0,RAD,,5,0,DemoServices,FALSE,FALSE,6/20/2017,,,,,,0,6/13/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000c-9b78538f85a8,1,MAIN,20,RQ,211,1,,0,RAD,,5,5,DemoServices,FALSE,FALSE,6/20/2017,,,6/13/2018,6/13/2018,,0,6/15/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000c-9b9f538f85a8,1,MAIN,21,RQ,219,1,,0,RAD,,5,5,DemoServices,FALSE,FALSE,6/20/2017,,,8/8/2018,8/8/2018,,0,6/19/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015c8e8b-3342-0000-000d-63da538f85a8,1,MAIN,22,RQ,234,1,,0,RAD,,6,5,inforhc2,FALSE,FALSE,6/21/2017,,,7/17/2017,7/17/2017,,0,6/21/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d330538f85a8,1,MAIN,23,RQ,248,1,,0,RAD,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/22/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d39f538f85a8,1,MAIN,24,RQ,255,1,,0,RAD,,7,5,inforhc2,FALSE,FALSE,7/17/2017,,,10/24/2018,10/24/2018,,0,6/22/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d3c4538f85a8,1,MAIN,25,RQ,270,1,,0,RAD,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/27/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d40a538f85a8,1,MAIN,26,RQ,272,1,,0,RAD,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/27/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d435538f85a8,1,MAIN,27,RQ,277,1,,0,RAD,,7,3,inforhc2,FALSE,FALSE,7/17/2017,,,11/28/2018,11/28/2018,,0,6/29/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d464538f85a8,1,MAIN,28,RQ,280,1,,0,RAD,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/29/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d4a9538f85a8,1,MAIN,29,RQ,282,1,,0,OR,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/29/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d4ce538f85a8,1,MAIN,30,RQ,283,1,,0,OR,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,6/30/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d4f4538f85a8,1,MAIN,31,RQ,292,1,,0,3N,,7,5,inforhc2,FALSE,FALSE,7/17/2017,,,11/10/2017,11/10/2017,,0,7/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,3N,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d526538f85a8,1,MAIN,32,RQ,296,1,,0,OR,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,7/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d55b538f85a8,1,MAIN,33,RQ,297,1,,0,3N,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,7/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,3N,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d58a538f85a8,1,MAIN,34,RQ,304,1,,0,OR,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,7/12/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000a-d5b2538f85a8,1,MAIN,35,RQ,310,1,,0,RAD,,7,0,inforhc2,FALSE,FALSE,7/17/2017,,,,,,0,7/17/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-000c-6288538f85a8,1,MAIN,36,RQ,311,1,,0,RAD,,8,0,inforhc2,FALSE,FALSE,7/18/2017,,,,,,0,7/18/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d33f8-ba7c-0000-0010-9d98538f85a8,1,MAIN,37,RQ,317,1,,0,RAD,,9,0,inforhc2,FALSE,FALSE,7/20/2017,,,,,,0,7/20/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000a-ea12538f85a8,1,MAIN,38,RQ,320,1,,0,RAD,,10,0,inforhc1,FALSE,FALSE,8/2/2017,,,,,,0,7/20/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000a-ea44538f85a8,1,MAIN,39,RQ,329,1,,0,RAD,,10,0,inforhc1,FALSE,FALSE,8/2/2017,,,,,,0,7/24/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000a-ea81538f85a8,1,MAIN,40,RQ,332,1,,0,RAD,,10,0,inforhc1,FALSE,FALSE,8/2/2017,,,,,,0,7/25/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000a-eae2538f85a8,1,MAIN,41,RQ,344,1,,0,RAD,,10,0,inforhc1,FALSE,FALSE,8/2/2017,,,,,,0,8/1/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000a-eb28538f85a8,1,MAIN,42,RQ,356,1,,0,OR,,10,0,inforhc1,FALSE,FALSE,8/2/2017,,,,,,0,8/2/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000d-d6af538f85a8,1,MAIN,43,RQ,363,1,,0,1E,,11,0,inforhc1,FALSE,FALSE,8/3/2017,,,,,,0,8/2/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,1E,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000d-d6eb538f85a8,1,MAIN,44,RQ,365,1,,0,OR,,11,5,inforhc1,FALSE,FALSE,8/3/2017,,,8/3/2017,8/3/2017,,0,8/3/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015d8a58-130e-0000-000d-d719538f85a8,1,MAIN,45,RQ,366,1,,0,4W NSG,,11,5,inforhc1,FALSE,FALSE,8/3/2017,,,8/3/2017,8/3/2017,,0,8/3/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,4W NSG,0,0,,,,,,,,,,,0
015d8a58-130e-0000-0015-c276538f85a8,1,MAIN,46,RQ,1028,1,,0,RAD,,12,5,inforhc2,FALSE,FALSE,8/4/2017,,,8/9/2017,8/9/2017,,0,8/4/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-001a-97dd538f85a8,1,MAIN,47,RQ,1036,1,,0,RAD,,13,5,inforhc1,FALSE,FALSE,8/7/2017,,,8/29/2017,8/29/2017,,0,8/7/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015d8a58-130e-0000-001a-9819538f85a8,1,MAIN,48,RQ,1037,1,,0,OR,,13,5,inforhc1,FALSE,FALSE,8/7/2017,,,8/7/2017,8/7/2017,,0,8/7/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cdf7538f85a8,1,MAIN,49,RQ,1047,1,,0,4W NSG,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/8/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,4W NSG,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-ce59538f85a8,1,MAIN,50,RQ,1075,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/9/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-ce7f538f85a8,1,MAIN,51,RQ,1077,1,,0,OR,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/9/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cea9538f85a8,1,MAIN,52,RQ,1099,1,,0,OR,,14,5,inforhc2,FALSE,FALSE,8/29/2017,,,1/20/2020,1/20/2020,,0,8/9/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-ced7538f85a8,1,MAIN,53,RQ,1108,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/9/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cefd538f85a8,1,MAIN,54,RQ,1129,1,,0,OR,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cf27538f85a8,1,MAIN,55,RQ,1130,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cf62538f85a8,1,MAIN,56,RQ,1131,1,,0,OR,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/11/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cf87538f85a8,1,MAIN,57,RQ,1156,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/22/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-cfb1538f85a8,1,MAIN,58,RQ,1159,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/22/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-d00e538f85a8,1,MAIN,59,RQ,1180,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/29/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e2bc2-381b-0000-0001-d060538f85a8,1,MAIN,60,RQ,1183,1,,0,RAD,,14,0,inforhc2,FALSE,FALSE,8/29/2017,,,,,,0,8/29/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e3f1d-6f33-0000-0006-f26e538f85a8,1,MAIN,61,RQ,1197,1,,0,RAD,,15,5,inforhc1,FALSE,FALSE,9/5/2017,,,9/5/2017,9/5/2017,,0,9/5/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e3f1d-6f33-0000-0006-f29e538f85a8,1,MAIN,62,RQ,1198,1,,0,RAD,,15,5,inforhc1,FALSE,FALSE,9/5/2017,,,9/5/2017,9/5/2017,,0,9/5/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015e3f1d-6f33-0000-0008-0d8a538f85a8,1,MAIN,63,RQ,1202,1,,0,RAD,,16,5,inforhc2,FALSE,FALSE,9/5/2017,,,9/18/2017,9/18/2017,,0,9/5/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fb65538f85a8,1,MAIN,64,RQ,1208,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/6/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fb96538f85a8,1,MAIN,65,RQ,1211,1,,0,OR,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/7/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fbbd538f85a8,1,MAIN,66,RQ,1246,1,,0,OR,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/21/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fbea538f85a8,1,MAIN,67,RQ,1247,1,,0,OR,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/21/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fc12538f85a8,1,MAIN,68,RQ,1248,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/21/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fc3c538f85a8,1,MAIN,69,RQ,1249,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/22/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fc6d538f85a8,1,MAIN,70,RQ,1255,1,,0,OR,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/26/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fc9a538f85a8,1,MAIN,71,RQ,1263,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/28/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fcc7538f85a8,1,MAIN,72,RQ,1269,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/28/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fcee538f85a8,1,MAIN,73,RQ,1289,1,,0,RAD,,17,0,inforhc3,FALSE,FALSE,10/4/2017,,,,,,0,9/30/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-0008-fd18538f85a8,1,MAIN,74,RQ,1304,1,,0,RAD,,17,5,inforhc3,FALSE,FALSE,10/4/2017,,,10/4/2017,10/4/2017,,0,10/4/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-000c-0b60538f85a8,1,MAIN,75,RQ,1308,1,,0,RAD,,18,0,inforhc2,FALSE,FALSE,10/4/2017,,,,,,0,10/4/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-000c-0b90538f85a8,1,MAIN,76,RQ,1312,1,,0,RAD,,18,0,inforhc2,FALSE,FALSE,10/4/2017,,,,,,0,10/4/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,RAD,0,0,,,,,,,,,,,0
015ee04b-11e3-0000-000c-ec25538f85a8,1,MAIN,77,RQ,1314,1,,0,OR,,19,0,inforhc2,FALSE,FALSE,10/4/2017,,,,,,0,10/4/2017,0,FALSE,0,,0,,,,N,0,0,0,0,0,0,0,0,FALSE,FALSE,,,0,1,OR,0,0,,,,,,,,,,,0
