UniqueID,Company,PurchaseOrderReceipt,PORelease,POCode,Reference1,Reference2,ReferenceNumber,PurchaseOrder,ShipToLocation,PurchaseOrderLocation,OperatorID,Buyer,BillOfLading,ReceivedDate,Carrier,Vendor,PurchaseFromLocation,Status,Logged,ReprintReceipt,ERSStatus,InvoiceReference,Invoice,Comments.Comment[1],Comments.Comment[2],Comments.Comment[3],Comments.Comment[4],Comments.Comment[5],PrintCode,ReceiptAmount,MatchedAmount,Currency,ProcessLevel,ReceiptCurrencyConversionRate,TermCode,ShipToArriveDate,MatchPrepayment,AddOnChargeTotal,HashQuantity,HashQuantityMatched,CrossReferenceVendor,RetailFlag,CreatedBy,LastUpdateDate,LastUpdateBy,ReleasingOperatorID,FreightTotal,InsuranceTotal,CustomsTotal,OtherAddOnChargesTotal,GlobalDocumentType,TemporaryHold,MatchReferenceNumber,InterfaceInProcess,OriginatingInterfaceRun,IDMPrinter,Damaged
015be985-3f33-0000-0000-ae7a538f85a8,1,31,0,,,,,49,MAIN,,inforhc19,1,,"Tuesday, 09 May 2017 07:24:55.00 AM",0,8,,9,FALSE,FALSE,1,,,,,,,,A,3000,3000,USD,1,1,21030,,FALSE,0,3,3,,0,inforhc19,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0000-af62538f85a8,1,32,0,,,,,48,MAIN,,inforhc19,1,,"Tuesday, 09 May 2017 07:25:47.00 AM",0,8,,9,FALSE,FALSE,1,,,,,,,,A,5100,5100,USD,1,1,21030,,FALSE,0,3,3,,0,inforhc19,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0000-b01e538f85a8,1,33,0,,,,,47,MAIN,,inforhc19,1,,"Tuesday, 09 May 2017 07:26:24.00 AM",0,8,,9,FALSE,FALSE,1,,,,,,,,A,2997,2997,USD,1,1,21030,,FALSE,0,3,3,,0,inforhc19,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0000-c161538f85a8,1,34,0,,,,,50,MAIN,,inforhc19,1,,"Tuesday, 09 May 2017 07:29:01.00 AM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,18500,0,USD,1,1,21030,,FALSE,0,14,0,,0,inforhc19,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0000-f2cb538f85a8,1,35,0,,,,,51,MAIN,,inforhc19,1,,"Tuesday, 09 May 2017 07:55:57.00 AM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,13796,0,USD,1,1,21030,,FALSE,0,12,0,,0,inforhc19,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0004-1864538f85a8,1,36,0,,,,,42,MAIN,,inforhc1,2,,"Wednesday, 10 May 2017 23:15:59.00 PM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,49735,0,USD,1,1,21030,,FALSE,0,1231,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-000a-bdae538f85a8,1,37,0,,,,,59,OR,,inforhc33,33,,"Wednesday, 17 May 2017 10:36:23.00 AM",0,8,,9,FALSE,FALSE,1,,,,,,,,A,12500,12500,USD,1,1,21030,,FALSE,0,10,10,,0,inforhc33,,,inforhc33,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-000b-9c9b538f85a8,1,38,0,,,,,62,MAIN,,inforhc2,2,,"Thursday, 18 May 2017 00:01:22.00 AM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,1550,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0012-4825538f85a8,1,39,0,,,,,64,MAIN,,inforhc1,1,,"Wednesday, 24 May 2017 18:07:35.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,215,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc1,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0012-b723538f85a8,1,40,0,,,,,66,MAIN,,emp17,1,,"Wednesday, 24 May 2017 19:33:22.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,4400,0,USD,1,1,,,FALSE,0,2,0,,0,emp17,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0018-32ee538f85a8,1,41,0,,,,,76,MAIN,,inforhc2,2,,"Tuesday, 30 May 2017 21:17:43.00 PM",0,1005,,1,FALSE,FALSE,1,,,,,,,,A,20,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015be985-3f33-0000-0018-84b7538f85a8,1,42,0,,,,,77,MAIN,,inforhc2,2,,"Tuesday, 30 May 2017 23:49:47.00 PM",0,1006,,1,FALSE,FALSE,1,,,,,,,,A,30,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0003-4436538f85a8,1,43,0,,,,,85,MAIN,,inforhc3,3,,"Tuesday, 13 June 2017 09:40:41.00 AM",0,8,,9,FALSE,FALSE,1,,,,,,,,A,700,700,USD,1,1,21030,,FALSE,0,1,1,,0,inforhc3,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0003-5591538f85a8,1,44,0,,,,,86,MAIN,,inforhc3,3,,"Tuesday, 13 June 2017 09:55:56.00 AM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,700,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc3,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-000f-6692538f85a8,1,45,0,,,,,240,MAIN,,inforhc2,2,,"Thursday, 22 June 2017 17:18:20.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-000f-6ef3538f85a8,1,46,0,,,,,243,MAIN,,inforhc2,2,,"Thursday, 22 June 2017 17:55:46.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0010-3b3e538f85a8,1,47,0,,,,,247,MAIN,,inforhc2,2,,"Thursday, 22 June 2017 23:32:20.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0010-566b538f85a8,1,48,0,,,,,250,MAIN,,inforhc2,2,,"Thursday, 22 June 2017 23:51:11.00 PM",0,2,,1,FALSE,FALSE,1,,,,,,,,A,400,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0010-64ce538f85a8,1,49,0,,,,,251,MAIN,,inforhc2,2,,"Friday, 23 June 2017 00:07:44.00 AM",0,8,,1,FALSE,FALSE,1,,,,,,,,A,700,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0011-13cb538f85a8,1,50,0,,,,,252,MAIN,,inforhc2,2,,"Friday, 23 June 2017 03:56:39.00 AM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,21000,0,USD,1,1,21030,,FALSE,0,2,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0011-2295538f85a8,1,51,0,,,,,255,MAIN,,inforhc2,2,,"Friday, 23 June 2017 04:16:19.00 AM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0012-56aa538f85a8,1,52,0,,,,,258,MAIN,,inforhc2,2,,"Friday, 23 June 2017 19:57:38.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,21000,0,USD,1,1,21030,,FALSE,0,2,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0018-2b16538f85a8,1,53,0,,,,,261,MAIN,,inforhc2,2,,"Tuesday, 27 June 2017 01:47:11.00 AM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-0019-7333538f85a8,1,54,0,,,,,264,MAIN,,inforhc2,2,,"Tuesday, 27 June 2017 18:28:09.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015c8e8b-3342-0000-001a-0794538f85a8,1,55,0,,,,,267,MAIN,,inforhc2,2,,"Tuesday, 27 June 2017 21:51:34.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d2e6c-490b-0000-0002-8aa5538f85a8,1,56,0,,,,,273,MAIN,,inforhc2,2,,"Tuesday, 11 July 2017 20:35:20.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d32db-905b-0000-0000-cfb3538f85a8,1,57,0,,,,,275,MAIN,,inforhc2,2,,"Wednesday, 12 July 2017 01:22:27.00 AM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,21000,0,USD,1,1,21030,,FALSE,0,2,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-0002-7d44538f85a8,1,58,0,,,,,278,MAIN,,inforhc2,2,,"Wednesday, 12 July 2017 22:23:35.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-0002-b062538f85a8,1,59,0,,,,,281,MAIN,,inforhc2,2,,"Wednesday, 12 July 2017 22:52:32.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-000c-5fce538f85a8,1,60,0,,,,,289,MAIN,,inforhc2,2,,"Tuesday, 18 July 2017 20:39:05.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-0010-8684538f85a8,1,61,0,,,,,294,MAIN,,inforhc2,2,,"Thursday, 20 July 2017 19:03:15.00 PM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-0011-7be5538f85a8,1,62,0,,,,,297,MAIN,,inforhc2,2,,"Friday, 21 July 2017 00:36:40.00 AM",0,5,,1,FALSE,FALSE,1,,,,,,,,A,10500,0,USD,1,1,,,FALSE,0,1,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d33f8-ba7c-0000-001a-594b538f85a8,1,63,0,,,,,303,MAIN,,inforhc3,3,,"Tuesday, 25 July 2017 02:24:09.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,95.55,0,USD,1,1,21030,,FALSE,0,29,0,,0,inforhc3,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0004-97b6538f85a8,1,64,0,,,,,310,MAIN,,inforhc2,2,,"Monday, 31 July 2017 19:19:45.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0005-47a2538f85a8,1,65,0,,,,,313,MAIN,,inforhc2,1,,"Monday, 31 July 2017 23:28:27.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,1129,0,USD,1,1,21030,,FALSE,0,13,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0009-a021538f85a8,1,66,0,,,,,324,MAIN,,inforhc1,1,,"Wednesday, 02 August 2017 05:44:29.00 AM",0,1,1,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000b-5069538f85a8,1,67,0,,,,,329,MAIN,,inforhc2,1,,"Wednesday, 02 August 2017 20:49:43.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,6224,0,USD,1,1,21030,,FALSE,0,18,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000b-9467538f85a8,1,68,0,,,,,332,MAIN,,inforhc2,1,,"Wednesday, 02 August 2017 21:26:47.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2234,0,USD,1,1,21030,,FALSE,0,6,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000c-94c4538f85a8,1,69,0,,,,,335,MAIN,,inforhc1,1,,"Thursday, 03 August 2017 01:46:43.00 AM",0,1,1,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000d-908f538f85a8,1,70,0,,,,,337,MAIN,,inforhc1,1,,"Thursday, 03 August 2017 09:19:37.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,1250,0,USD,1,1,21030,,FALSE,0,11,0,,0,inforhc1,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000d-b772538f85a8,1,71,0,,,,,342,MAIN,,inforhc1,1,,"Thursday, 03 August 2017 09:34:54.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,48,0,USD,1,1,21030,,FALSE,0,1,0,,0,inforhc1,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-000f-4b5d538f85a8,1,72,0,,,,,344,MAIN,,inforhc1,1,,"Friday, 04 August 2017 00:01:54.00 AM",0,1,1,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0014-47c0538f85a8,1,73,0,,,,,347,MAIN,,inforhc1,1,,"Friday, 04 August 2017 18:32:11.00 PM",0,1,1,1,FALSE,FALSE,1,,,,,,,,A,5000,0,USD,1,1,21030,,FALSE,0,2,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0014-fbac538f85a8,1,74,0,,,,,348,MAIN,,inforhc2,1,,"Friday, 04 August 2017 21:38:31.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,7234,0,USD,1,1,21030,,FALSE,0,11,0,,0,inforhc2,,,inforhc2,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0015-a456538f85a8,1,75,0,,,,TESTING,366,MAIN,,inforhc1,1,,"Saturday, 05 August 2017 00:22:22.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,5000,0,USD,1,1,21030,,FALSE,0,10,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0015-e50c538f85a8,1,76,0,,,,,367,MAIN,,inforhc1,1,,"Saturday, 05 August 2017 01:23:26.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0016-4b3c538f85a8,1,77,0,,,,,369,MAIN,,inforhc1,1,,"Saturday, 05 August 2017 02:55:31.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0016-6474538f85a8,1,78,0,,,,,370,MAIN,,inforhc1,1,,"Saturday, 05 August 2017 03:18:18.00 AM",0,1,1,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-0016-654e538f85a8,1,79,0,,,,,371,MAIN,,inforhc1,1,,"Saturday, 05 August 2017 03:19:31.00 AM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,12500,0,USD,1,1,21030,,FALSE,0,25,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001a-8781538f85a8,1,80,0,,,,,373,MAIN,,inforhc1,1,,"Monday, 07 August 2017 18:17:00.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,8.85,0,USD,1,1,21030,,FALSE,0,15,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001b-7a7f538f85a8,1,81,0,,,,1,376,MAIN,,inforhc1,1,,"Monday, 07 August 2017 22:41:07.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,10000,0,USD,1,1,21030,,FALSE,0,4,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001b-9124538f85a8,1,82,0,,,,2,376,,,inforhc1,1,,"Monday, 07 August 2017 22:55:15.00 PM",0,1,,0,FALSE,FALSE,1,,,,,,,,A,0,0,USD,1,0,21030,,FALSE,0,0,0,,0,inforhc1,,,,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001d-c95a538f85a8,1,83,0,,,,,325,MAIN,,inforhc1,1,,"Tuesday, 08 August 2017 14:11:35.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,11.8,0,USD,1,1,21030,,FALSE,0,20,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001e-1db9538f85a8,1,84,0,,,,,379,MAIN,,inforhc1,1,,"Tuesday, 08 August 2017 17:40:35.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001e-1fca538f85a8,1,85,0,,,,,380,MAIN,,inforhc1,1,,"Tuesday, 08 August 2017 17:42:34.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
015d8a58-130e-0000-001e-37cf538f85a8,1,86,0,,,,,381,MAIN,,inforhc1,1,,"Tuesday, 08 August 2017 18:03:35.00 PM",0,1,,1,FALSE,FALSE,1,,,,,,,,A,2.95,0,USD,1,1,21030,,FALSE,0,5,0,,0,inforhc1,,,inforhc1,0,0,0,0,,,,FALSE,0,,FALSE
